Año,Mes,Día,Temp Media,Temp Máxima,Hora Temp Max,Minuto Temp Max,Temp Mínima,Hora Temp Min,Minuto Temp Min,Viento Medio,Dirección Viento,Ráfaga de Viento,Dirección de Ráfaga,Hora Viento,Minuto Viento,Presión Media,Lluvia Diaria,Radiación Máxima,Hora Radiación Máxima,Minuto Radiación Mínima,UV Máximo,Hora UV Máximo,Minuto UV Máximo,factor_capacidad,produccion_diaria_MWh,Fecha_str,Fecha
2016,1,31,17.6,24.2,15,5,11.3,6,5,31.1,W,74.0,W,14,40,1013.1,0.0,1017.0,12,45,4.5,14,10,1.0,806.4000000000001,31-1-2016,2016-01-31
2016,2,1,15.2,20.2,13,25,9.4,23,25,20.8,NW,69.2,WSW,13,15,1010.0,0.0,604.0,13,20,3.9,13,5,0.8,645.1200000000001,1-2-2016,2016-02-01
2016,2,2,9.0,11.2,17,15,5.3,4,35,15.8,NNE,35.4,NNE,15,40,1014.8,0.0,695.0,17,30,2.6,12,45,0.8,645.1200000000001,2-2-2016,2016-02-02
2016,2,3,9.7,13.9,17,5,7.0,12,5,23.7,WSW,61.2,WSW,18,5,998.5,1.0,535.0,16,35,1.9,16,30,0.8,645.1200000000001,3-2-2016,2016-02-03
2016,2,4,12.0,19.4,16,50,4.8,7,0,22.2,WSW,46.7,WSW,9,20,1013.3,0.0,904.0,13,0,4.1,13,5,0.8,645.1200000000001,4-2-2016,2016-02-04
2016,2,5,15.0,22.6,17,0,8.4,5,25,22.6,WSW,48.3,WSW,20,15,1018.5,0.0,774.0,13,25,4.1,14,50,0.8,645.1200000000001,5-2-2016,2016-02-05
2016,2,6,15.2,24.3,15,40,9.4,4,40,20.5,WSW,41.8,WSW,1,10,1015.3,0.0,953.0,13,30,3.9,13,20,0.8,645.1200000000001,6-2-2016,2016-02-06
2016,2,7,13.8,21.9,14,50,5.9,5,45,14.4,WSW,49.9,WNW,15,25,1001.7,0.0,822.0,12,45,3.7,12,45,0.6,483.84000000000003,7-2-2016,2016-02-07
2016,2,8,13.1,18.3,15,30,8.8,6,50,27.8,WSW,62.8,WSW,14,30,992.3,0.4,850.0,13,10,3.4,13,40,1.0,806.4000000000001,8-2-2016,2016-02-08
2016,2,9,10.4,14.3,15,50,6.3,7,15,49.0,WSW,101.4,WSW,15,30,994.6,0.0,932.0,13,0,3.2,14,30,1.0,806.4000000000001,9-2-2016,2016-02-09
2016,2,10,11.2,15.6,18,25,4.8,5,30,35.1,W,66.0,W,11,0,1000.5,0.0,919.0,13,25,3.6,13,25,1.0,806.4000000000001,10-2-2016,2016-02-10
2016,2,11,11.6,17.0,11,5,6.2,23,50,33.1,W,72.4,W,14,15,991.7,0.0,874.0,11,5,3.5,13,25,1.0,806.4000000000001,11-2-2016,2016-02-11
2016,2,12,10.3,17.4,15,0,3.6,3,0,27.7,W,61.2,WNW,16,0,990.4,0.0,948.0,15,0,3.3,14,10,1.0,806.4000000000001,12-2-2016,2016-02-12
2016,2,13,7.7,13.6,14,15,2.1,6,35,29.6,W,66.0,W,17,50,984.7,0.0,926.0,13,5,2.9,13,35,1.0,806.4000000000001,13-2-2016,2016-02-13
2016,2,14,7.5,14.5,16,55,-0.7,6,10,23.6,WSW,57.9,WSW,14,15,991.3,0.0,865.0,14,15,3.1,13,40,0.8,645.1200000000001,14-2-2016,2016-02-14
2016,2,15,13.2,21.1,17,30,7.3,1,45,34.9,WNW,90.1,WNW,17,10,981.5,1.0,670.0,10,50,2.7,12,40,1.0,806.4000000000001,15-2-2016,2016-02-15
2016,2,16,8.0,13.1,16,15,2.6,23,40,39.8,W,75.6,W,15,25,982.8,0.0,983.0,13,30,2.8,13,10,1.0,806.4000000000001,16-2-2016,2016-02-16
2016,2,17,8.0,15.4,16,20,1.3,4,35,26.6,WNW,59.5,W,10,5,992.8,0.0,863.0,12,30,2.4,14,55,1.0,806.4000000000001,17-2-2016,2016-02-17
2016,2,18,8.0,15.4,15,0,0.9,3,40,17.0,W,61.2,WNW,15,5,1001.1,0.0,948.0,12,50,2.8,14,15,0.8,645.1200000000001,18-2-2016,2016-02-18
2016,2,19,9.8,17.1,18,10,1.4,2,45,23.7,WNW,62.8,WNW,19,10,994.1,1.0,851.0,12,35,2.8,12,35,0.8,645.1200000000001,19-2-2016,2016-02-19
2016,2,20,11.7,16.3,15,35,7.3,23,50,32.9,WNW,88.5,W,15,15,976.8,1.0,929.0,14,0,3.0,14,0,1.0,806.4000000000001,20-2-2016,2016-02-20
2016,2,21,10.8,17.2,14,0,5.7,6,5,34.6,WNW,72.4,W,1,50,983.4,0.0,963.0,13,40,2.9,13,40,1.0,806.4000000000001,21-2-2016,2016-02-21
2016,2,22,10.7,14.6,14,0,6.6,23,10,48.6,W,91.7,W,11,15,985.5,0.0,977.0,13,45,2.2,13,45,1.0,806.4000000000001,22-2-2016,2016-02-22
2016,2,23,9.8,16.1,13,30,4.8,5,45,37.7,WNW,82.1,W,13,50,998.3,0.0,970.0,13,0,2.5,13,25,1.0,806.4000000000001,23-2-2016,2016-02-23
2016,2,24,7.1,11.9,18,5,3.2,6,55,18.0,WSW,51.5,WSW,18,50,1000.9,0.2,1030.0,13,10,2.3,13,5,0.8,645.1200000000001,24-2-2016,2016-02-24
2016,2,25,8.9,15.7,15,55,5.1,2,5,14.6,E,37.0,E,17,50,993.9,1.0,1004.0,15,0,2.4,14,0,0.6,483.84000000000003,25-2-2016,2016-02-25
2016,2,26,6.1,9.0,23,50,4.0,7,20,15.0,ESE,32.2,NNE,16,30,1003.9,1.0,345.0,12,35,1.3,12,35,0.8,645.1200000000001,26-2-2016,2016-02-26
2016,2,27,9.7,14.4,13,50,6.0,23,15,22.2,NW,59.5,WSW,18,20,1000.3,1.0,1009.0,13,25,2.5,13,25,0.8,645.1200000000001,27-2-2016,2016-02-27
2016,2,28,8.4,14.5,14,5,3.6,2,15,18.9,W,54.7,WSW,8,55,1008.2,1.0,955.0,13,50,2.8,13,50,0.8,645.1200000000001,28-2-2016,2016-02-28
2016,2,29,7.9,13.8,13,15,0.1,6,10,15.0,N,40.2,N,17,50,1016.0,0.0,711.0,14,50,2.6,13,35,0.8,645.1200000000001,29-2-2016,2016-02-29
2016,3,1,12.2,19.3,16,5,6.8,7,20,15.9,WSW,45.1,WSW,11,10,1015.5,0.6,685.0,13,35,2.5,14,5,0.8,645.1200000000001,1-3-2016,2016-03-01
2016,3,2,10.8,14.4,17,15,7.8,2,50,10.1,NNE,30.6,NE,16,50,1013.6,0.2,759.0,13,55,2.7,13,55,0.6,483.84000000000003,2-3-2016,2016-03-02
2016,3,3,12.2,16.4,14,30,7.4,23,50,29.9,WSW,74.0,WSW,16,35,1006.4,0.8,666.0,13,35,2.2,13,10,1.0,806.4000000000001,3-3-2016,2016-03-03
2016,3,4,11.7,16.8,13,25,7.2,6,20,27.7,W,54.7,WSW,13,45,1010.6,0.0,796.0,13,20,2.3,13,20,1.0,806.4000000000001,4-3-2016,2016-03-04
2016,3,5,11.7,16.8,15,55,8.5,22,5,39.5,WNW,88.5,WNW,16,30,1002.2,0.8,575.0,15,50,1.5,15,50,1.0,806.4000000000001,5-3-2016,2016-03-05
2016,3,6,10.7,15.6,14,20,6.7,22,45,29.7,WSW,67.6,WSW,10,35,1007.0,0.0,618.0,13,35,2.0,13,35,1.0,806.4000000000001,6-3-2016,2016-03-06
2016,3,7,9.4,13.7,15,55,5.4,1,30,22.8,NW,56.3,WNW,13,20,998.9,1.0,344.0,13,35,1.4,13,35,0.8,645.1200000000001,7-3-2016,2016-03-07
2016,3,8,8.3,13.6,16,15,2.1,7,15,22.7,WSW,61.2,WSW,17,45,1005.3,1.0,770.0,14,5,2.3,13,45,0.8,645.1200000000001,8-3-2016,2016-03-08
2016,3,9,9.4,15.8,15,50,4.1,2,35,21.9,WSW,48.3,W,3,15,1013.7,0.0,637.0,13,25,2.2,12,50,0.8,645.1200000000001,9-3-2016,2016-03-09
2016,3,10,10.4,16.2,15,10,5.3,23,55,29.3,NW,74.0,WSW,17,30,996.2,1.0,663.0,12,35,2.0,12,35,1.0,806.4000000000001,10-3-2016,2016-03-10
2016,3,11,9.3,15.3,14,25,3.2,4,5,43.7,WSW,104.6,WSW,13,40,1000.7,0.0,628.0,12,30,2.0,13,5,1.0,806.4000000000001,11-3-2016,2016-03-11
2016,3,12,11.5,17.2,15,5,5.2,5,15,34.2,WNW,70.8,WNW,13,30,1004.4,0.0,667.0,13,0,1.9,12,50,1.0,806.4000000000001,12-3-2016,2016-03-12
2016,3,13,9.0,13.6,0,10,4.4,23,10,44.8,WNW,91.7,WSW,12,40,996.6,0.8,717.0,12,5,1.7,13,10,1.0,806.4000000000001,13-3-2016,2016-03-13
2016,3,14,10.1,16.9,14,0,4.9,0,5,35.8,NW,85.3,WNW,13,0,1001.1,0.0,721.0,13,15,1.9,13,25,1.0,806.4000000000001,14-3-2016,2016-03-14
2016,3,15,9.7,16.3,15,35,5.1,8,0,26.6,WNW,57.9,W,17,10,1005.5,0.0,830.0,13,55,1.8,13,55,1.0,806.4000000000001,15-3-2016,2016-03-15
2016,3,16,11.9,17.2,12,30,7.1,2,0,22.2,NNW,51.5,NNW,14,25,998.9,0.0,723.0,13,20,1.9,13,0,0.8,645.1200000000001,16-3-2016,2016-03-16
2016,3,17,7.1,11.2,2,40,0.7,23,55,15.6,SW,49.9,WSW,18,25,993.7,1.0,688.0,14,30,1.7,14,30,0.8,645.1200000000001,17-3-2016,2016-03-17
2016,3,18,4.4,10.1,15,20,-0.7,2,30,20.3,WSW,54.7,WSW,10,50,1004.8,0.0,711.0,13,45,2.0,13,45,0.8,645.1200000000001,18-3-2016,2016-03-18
2016,3,19,9.7,16.5,17,0,2.4,0,45,28.4,WNW,62.8,WSW,15,50,1001.3,0.4,578.0,16,0,1.5,14,30,1.0,806.4000000000001,19-3-2016,2016-03-19
2016,3,20,12.3,16.5,14,50,9.5,6,30,30.8,W,66.0,WNW,14,55,997.6,1.0,713.0,14,50,1.9,13,25,1.0,806.4000000000001,20-3-2016,2016-03-20
2016,3,21,7.4,11.7,0,15,1.9,23,10,24.8,WSW,49.9,WNW,0,10,997.9,0.0,772.0,14,30,1.7,13,35,0.8,645.1200000000001,21-3-2016,2016-03-21
2016,3,22,9.4,15.6,13,45,1.8,1,5,19.9,W,59.5,W,13,45,997.0,1.0,631.0,13,25,1.6,13,25,0.8,645.1200000000001,22-3-2016,2016-03-22
2016,3,23,8.3,10.8,10,35,1.9,23,55,20.8,WSW,69.2,SW,13,10,990.5,1.0,233.0,18,5,0.0,0,0,0.8,645.1200000000001,23-3-2016,2016-03-23
2016,3,24,8.5,15.1,14,40,1.1,1,20,28.2,WNW,72.4,WSW,13,30,1007.7,0.0,701.0,13,45,1.6,13,45,1.0,806.4000000000001,24-3-2016,2016-03-24
2016,3,25,10.5,15.9,19,45,4.7,7,10,20.2,NW,45.1,NNW,15,5,1008.2,0.0,554.0,11,55,1.5,13,20,0.8,645.1200000000001,25-3-2016,2016-03-25
2016,3,26,14.0,23.3,16,45,8.8,7,25,16.7,NNW,57.9,WNW,18,10,1000.2,0.0,548.0,12,10,1.6,13,20,0.8,645.1200000000001,26-3-2016,2016-03-26
2016,3,27,14.5,22.3,16,0,10.2,7,45,15.6,N,64.4,W,16,35,997.7,0.0,648.0,13,25,1.5,13,25,0.8,645.1200000000001,27-3-2016,2016-03-27
2016,3,28,9.2,11.7,16,25,5.1,5,50,12.5,WSW,32.2,WSW,6,30,1002.9,0.4,162.0,16,10,0.5,15,50,0.6,483.84000000000003,28-3-2016,2016-03-28
2016,3,29,9.0,13.6,12,30,2.1,7,15,8.7,N,32.2,NNW,18,40,998.9,0.2,516.0,12,55,1.4,13,25,0.4,322.56000000000006,29-3-2016,2016-03-29
2016,3,30,11.7,16.4,15,10,5.6,22,25,22.1,W,61.2,NW,14,35,990.5,0.0,561.0,12,55,1.3,12,55,0.8,645.1200000000001,30-3-2016,2016-03-30
2016,3,31,5.7,11.8,14,20,0.8,7,0,31.6,W,74.0,W,16,35,1001.7,0.0,686.0,13,35,1.2,13,50,1.0,806.4000000000001,31-3-2016,2016-03-31
2016,4,1,6.3,11.2,13,45,1.2,6,15,40.8,WNW,85.3,WNW,13,0,1006.2,0.0,567.0,13,40,1.3,13,40,1.0,806.4000000000001,1-4-2016,2016-04-01
2016,4,2,7.6,11.0,11,35,1.8,23,55,47.5,WSW,93.3,WSW,12,10,994.4,0.0,529.0,13,0,1.1,12,55,1.0,806.4000000000001,2-4-2016,2016-04-02
2016,4,3,4.5,10.2,14,10,-2.0,6,20,21.7,WSW,48.3,W,14,55,1009.4,0.0,531.0,13,10,1.2,13,5,0.8,645.1200000000001,3-4-2016,2016-04-03
2016,4,4,8.7,14.9,13,30,2.5,4,10,23.6,WNW,57.9,WNW,16,25,1006.6,1.0,633.0,13,30,1.4,13,30,0.8,645.1200000000001,4-4-2016,2016-04-04
2016,4,5,10.0,12.2,13,45,7.4,8,0,22.4,NNW,51.5,N,16,50,993.5,0.4,470.0,13,15,1.1,13,0,0.8,645.1200000000001,5-4-2016,2016-04-05
2016,4,6,7.8,11.2,14,40,1.7,21,20,28.4,W,64.4,W,17,45,986.8,0.0,483.0,14,0,0.9,13,55,1.0,806.4000000000001,6-4-2016,2016-04-06
2016,4,7,5.2,9.9,14,50,0.3,22,0,33.9,W,67.6,WNW,5,15,999.2,0.0,521.0,13,45,1.0,13,10,1.0,806.4000000000001,7-4-2016,2016-04-07
2016,4,8,4.5,10.7,15,10,0.8,7,55,21.2,SW,57.9,S,14,0,1009.6,0.0,635.0,14,40,0.9,13,20,0.8,645.1200000000001,8-4-2016,2016-04-08
2016,4,9,5.3,12.6,15,10,-0.9,5,0,15.3,WSW,38.6,WSW,16,15,1018.9,0.0,441.0,13,20,0.9,12,50,0.8,645.1200000000001,9-4-2016,2016-04-09
2016,4,10,8.1,11.2,15,40,4.8,1,0,26.6,W,59.5,W,12,25,1015.9,0.0,284.0,10,25,0.0,0,0,1.0,806.4000000000001,10-4-2016,2016-04-10
2016,4,11,9.3,11.8,17,5,6.3,0,0,31.0,WNW,59.5,W,11,15,1010.0,0.0,156.0,16,10,0.0,0,0,1.0,806.4000000000001,11-4-2016,2016-04-11
2016,4,12,9.6,13.8,15,45,3.3,23,15,31.4,WNW,64.4,WNW,3,5,1001.1,0.0,407.0,15,40,0.7,13,15,1.0,806.4000000000001,12-4-2016,2016-04-12
2016,4,13,6.0,12.9,16,20,-2.0,5,50,8.2,WNW,25.7,NW,21,15,991.3,0.0,481.0,11,45,0.8,11,45,0.4,322.56000000000006,13-4-2016,2016-04-13
2016,4,14,7.6,10.2,0,0,1.9,23,50,9.0,WNW,32.2,WSW,19,30,982.2,1.0,130.0,11,15,0.0,0,0,0.4,322.56000000000006,14-4-2016,2016-04-14
2016,4,15,2.7,6.8,14,55,-0.4,23,55,21.8,WSW,48.3,WSW,16,30,981.4,0.4,431.0,14,50,0.9,13,20,0.8,645.1200000000001,15-4-2016,2016-04-15
2016,4,16,0.4,6.3,16,10,-3.3,5,30,27.8,W,64.4,WSW,17,15,985.8,0.0,539.0,13,40,0.8,13,10,1.0,806.4000000000001,16-4-2016,2016-04-16
2016,4,17,-0.4,5.0,14,40,-3.8,4,40,26.1,WSW,64.4,SW,11,25,999.8,0.0,407.0,13,10,0.8,13,5,1.0,806.4000000000001,17-4-2016,2016-04-17
2016,4,18,0.1,4.8,16,10,-5.2,4,35,6.8,WSW,33.8,ESE,23,55,1003.3,1.0,192.0,15,5,0.5,14,15,0.4,322.56000000000006,18-4-2016,2016-04-18
2016,4,19,2.9,4.7,15,5,0.6,23,55,15.6,SE,38.6,SE,4,30,992.6,1.0,196.0,14,30,0.0,0,0,0.8,645.1200000000001,19-4-2016,2016-04-19
2016,4,20,1.9,6.8,16,20,-0.9,2,45,10.6,S,37.0,W,20,50,987.2,0.4,467.0,14,5,0.7,12,15,0.6,483.84000000000003,20-4-2016,2016-04-20
2016,4,21,2.0,7.1,16,35,-1.6,9,5,14.8,WSW,43.5,W,16,55,995.7,0.0,425.0,14,10,0.7,12,30,0.6,483.84000000000003,21-4-2016,2016-04-21
2016,4,22,-0.3,5.8,17,5,-3.6,7,20,6.4,SSW,17.7,W,3,40,1000.9,0.0,336.0,15,35,0.5,13,40,0.4,322.56000000000006,22-4-2016,2016-04-22
2016,4,23,1.0,8.1,16,5,-5.2,8,15,12.2,WSW,32.2,WSW,23,35,1011.8,0.0,378.0,12,45,0.7,12,50,0.6,483.84000000000003,23-4-2016,2016-04-23
2016,4,24,5.8,9.2,14,25,3.9,1,25,22.1,WSW,46.7,WSW,15,50,1014.7,0.0,188.0,10,55,0.0,0,0,0.8,645.1200000000001,24-4-2016,2016-04-24
2016,4,25,4.6,10.4,14,45,-0.9,23,30,13.1,WSW,45.1,WSW,3,45,1025.1,0.0,388.0,13,45,0.7,13,15,0.6,483.84000000000003,25-4-2016,2016-04-25
2016,4,26,1.2,8.3,15,20,-4.1,8,50,8.2,WSW,17.7,SSW,11,30,1025.6,0.0,406.0,14,30,0.7,12,45,0.4,322.56000000000006,26-4-2016,2016-04-26
2016,4,27,4.6,12.0,14,15,-2.1,22,50,14.2,WNW,62.8,WSW,12,30,1015.9,0.0,395.0,15,35,0.2,14,5,0.6,483.84000000000003,27-4-2016,2016-04-27
2016,4,28,1.7,10.0,15,45,-4.8,7,50,13.0,WSW,38.6,W,20,10,1024.2,0.0,377.0,12,5,0.5,12,5,0.6,483.84000000000003,28-4-2016,2016-04-28
2016,4,29,1.7,10.7,15,50,-5.0,8,50,11.0,W,37.0,W,23,50,1019.0,0.0,338.0,13,10,0.5,12,25,0.6,483.84000000000003,29-4-2016,2016-04-29
2016,4,30,4.4,10.2,16,10,-2.4,23,45,12.9,WSW,38.6,WSW,0,50,1006.1,0.0,363.0,14,15,0.5,14,15,0.6,483.84000000000003,30-4-2016,2016-04-30
2016,5,1,2.7,9.1,15,5,-2.4,0,0,23.9,WSW,51.5,W,12,5,1008.5,0.0,317.0,13,15,0.5,12,50,0.8,645.1200000000001,1-5-2016,2016-05-01
2016,5,2,4.6,11.8,15,0,0.7,4,40,14.9,W,30.6,W,1,5,1016.4,0.0,309.0,13,10,0.5,12,20,0.6,483.84000000000003,2-5-2016,2016-05-02
2016,5,3,5.2,10.3,15,45,1.3,1,35,25.9,WSW,61.2,WSW,14,35,1009.0,0.0,351.0,12,10,0.5,13,10,1.0,806.4000000000001,3-5-2016,2016-05-03
2016,5,4,4.0,11.0,15,45,-1.3,8,50,11.2,WSW,48.3,WSW,0,5,1015.5,0.0,319.0,14,30,0.0,0,0,0.6,483.84000000000003,4-5-2016,2016-05-04
2016,5,5,0.9,10.7,16,50,-4.9,8,20,7.8,WSW,20.9,SSW,14,15,1022.4,0.0,307.0,13,30,0.5,12,55,0.4,322.56000000000006,5-5-2016,2016-05-05
2016,5,6,-1.1,5.2,16,55,-5.9,8,20,8.9,WNW,25.7,NW,13,20,1025.0,0.0,293.0,13,5,0.5,12,40,0.4,322.56000000000006,6-5-2016,2016-05-06
2016,5,7,2.8,4.8,12,0,-2.0,0,0,8.1,W,22.5,WNW,9,45,1017.9,0.2,91.0,15,10,0.0,0,0,0.4,322.56000000000006,7-5-2016,2016-05-07
2016,5,8,2.5,11.7,17,0,-2.5,4,25,7.0,SW,20.9,SSW,10,55,1013.5,0.2,278.0,13,25,0.0,0,0,0.4,322.56000000000006,8-5-2016,2016-05-08
2016,5,9,2.0,10.0,16,25,-2.1,2,15,8.7,SW,19.3,WSW,11,0,1021.7,0.0,271.0,13,20,0.0,0,0,0.4,322.56000000000006,9-5-2016,2016-05-09
2016,5,10,2.1,11.7,16,0,-2.4,8,15,8.5,SW,19.3,SW,5,55,1026.8,0.0,267.0,13,30,0.0,0,0,0.4,322.56000000000006,10-5-2016,2016-05-10
2016,5,11,0.9,5.6,16,20,-4.6,6,55,5.5,NW,19.3,NW,13,25,1026.4,0.2,229.0,12,10,0.0,0,0,0.4,322.56000000000006,11-5-2016,2016-05-11
2016,5,12,6.4,7.9,13,50,4.8,23,35,7.2,NNW,20.9,WSW,18,5,1020.6,1.0,92.0,13,40,0.0,0,0,0.4,322.56000000000006,12-5-2016,2016-05-12
2016,5,13,4.1,7.9,14,40,0.8,10,15,7.4,WSW,19.3,WSW,4,30,1019.5,0.2,360.0,14,30,0.0,0,0,0.4,322.56000000000006,13-5-2016,2016-05-13
2016,5,14,0.4,5.8,15,55,-3.4,23,45,8.0,WSW,17.7,SW,7,30,1025.4,0.0,266.0,13,10,0.0,0,0,0.4,322.56000000000006,14-5-2016,2016-05-14
2016,5,15,-0.3,4.4,15,45,-5.4,6,0,5.8,WSW,14.5,WSW,3,55,1028.5,0.4,178.0,15,45,0.0,0,0,0.4,322.56000000000006,15-5-2016,2016-05-15
2016,5,16,2.2,3.4,1,40,-0.1,22,0,6.7,NW,19.3,WNW,0,30,1023.0,0.0,156.0,14,5,0.0,0,0,0.4,322.56000000000006,16-5-2016,2016-05-16
2016,5,17,0.0,1.8,16,40,-2.2,10,20,6.7,SW,17.7,NW,18,10,1022.2,0.4,192.0,12,20,0.0,0,0,0.4,322.56000000000006,17-5-2016,2016-05-17
2016,5,18,1.6,3.9,13,20,-2.3,4,35,9.6,WNW,24.1,NW,11,45,1016.7,0.2,185.0,13,10,0.0,0,0,0.4,322.56000000000006,18-5-2016,2016-05-18
